,number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_boosting_type,params_depth,params_grow_policy,params_iterations,params_l2_leaf_reg,params_learning_rate,params_max_bin,params_random_strength,state
29,29,0.39463648861524464,2023-06-10 16:36:34.530757,2023-06-10 16:36:35.269011,0 days 00:00:00.738254,7.880843167775744,,4,Lossguide,881,18.687062065454526,0.2907724485410179,3,71,COMPLETE
30,30,0.4957533163225782,2023-06-10 16:36:35.269596,2023-06-10 16:36:37.478537,0 days 00:00:02.208941,3.5511341740533893,Ordered,6,SymmetricTree,958,0.054427069053535525,0.10833446609508895,64,51,COMPLETE
31,31,0.344897586937443,2023-06-10 16:36:37.479430,2023-06-10 16:36:43.659437,0 days 00:00:06.180007,3.3152597804664072,Ordered,8,SymmetricTree,1140,21.576221260893217,0.1961721019667581,10,34,COMPLETE
32,32,0.31807616948728995,2023-06-10 16:36:43.660053,2023-06-10 16:36:50.594595,0 days 00:00:06.934542,2.380893379329955,Ordered,7,SymmetricTree,1197,98.30350495153509,0.21386326150991142,10,39,COMPLETE
33,33,0.46402851817225915,2023-06-10 16:36:50.595226,2023-06-10 16:36:53.250295,0 days 00:00:02.655069,1.0570941433802166,Ordered,7,SymmetricTree,1045,6.191395871702632,0.1464296934242588,2,40,COMPLETE
34,34,0.31629486071177404,2023-06-10 16:36:53.250904,2023-06-10 16:37:01.419956,0 days 00:00:08.169052,0.5203874937314699,Ordered,9,SymmetricTree,1135,24.854852510490705,0.20905088790497592,10,52,COMPLETE
35,35,0.4319794277804594,2023-06-10 16:37:01.420627,2023-06-10 16:37:02.448026,0 days 00:00:01.027399,10.034935462160206,,8,Depthwise,661,2.786762030629101,0.061838573659330445,64,30,COMPLETE
36,36,0.2985414376835249,2023-06-10 16:37:02.448667,2023-06-10 16:37:04.436730,0 days 00:00:01.988063,0.8946989177215662,Plain,7,SymmetricTree,1072,29.32161053627317,0.09956102272791192,20,23,COMPLETE
37,37,0.2770664684840109,2023-06-10 16:37:04.437309,2023-06-10 16:37:05.217675,0 days 00:00:00.780366,0.2854022249476481,Plain,4,SymmetricTree,859,25.329621329353134,0.10749944586797774,20,8,COMPLETE
38,38,0.46254563739834753,2023-06-10 16:37:05.218235,2023-06-10 16:37:05.918470,0 days 00:00:00.700235,0.24919877460860004,,4,Lossguide,866,0.6836782729772217,0.0493673067962842,20,0,COMPLETE
39,39,0.3571948730783676,2023-06-10 16:37:05.919025,2023-06-10 16:37:06.886216,0 days 00:00:00.967191,0.8164660210330882,,5,Depthwise,790,1.9607390860772769,0.029790558664769914,20,11,COMPLETE
40,40,0.28213058889497505,2023-06-10 16:37:06.886737,2023-06-10 16:37:07.679420,0 days 00:00:00.792683,0.20875724279573424,Plain,4,SymmetricTree,712,22.53452696718842,0.09542652725155738,20,6,COMPLETE
41,41,0.27730110131008145,2023-06-10 16:37:07.680115,2023-06-10 16:37:08.455040,0 days 00:00:00.774925,0.23469752272894398,Plain,4,SymmetricTree,756,22.32638328929881,0.09210047474157808,20,7,COMPLETE
42,42,0.27038754791307723,2023-06-10 16:37:08.455721,2023-06-10 16:37:09.283705,0 days 00:00:00.827984,0.18513984203379888,Plain,4,SymmetricTree,741,19.65576926391534,0.07924024772237116,20,6,COMPLETE
43,43,0.281198348942981,2023-06-10 16:37:09.284406,2023-06-10 16:37:10.448231,0 days 00:00:01.163825,0.18983458743800483,Plain,4,SymmetricTree,715,19.781647112259392,0.04056854482349103,20,5,COMPLETE
44,44,0.2718010951852246,2023-06-10 16:37:10.448905,2023-06-10 16:37:11.373052,0 days 00:00:00.924147,0.07639549371061041,Plain,5,SymmetricTree,743,3.8875644329496137,0.05169652337907557,20,7,COMPLETE
45,45,0.2811929267194188,2023-06-10 16:37:11.373664,2023-06-10 16:37:12.235498,0 days 00:00:00.861834,0.08576907620043535,Plain,5,SymmetricTree,603,4.316090531707503,0.06034771567717138,20,5,COMPLETE
46,46,0.38357598493149747,2023-06-10 16:37:12.236216,2023-06-10 16:37:12.926733,0 days 00:00:00.690517,0.06688881773316765,Plain,5,SymmetricTree,599,0.4152782309709841,0.06329492724567883,20,0,COMPLETE
47,47,0.400102417273303,2023-06-10 16:37:12.927421,2023-06-10 16:37:13.743535,0 days 00:00:00.816114,0.06998410582418181,,5,Lossguide,508,3.0419406811231124,0.026090109938005233,20,14,COMPLETE
48,48,0.36421782573951667,2023-06-10 16:37:13.744218,2023-06-10 16:37:14.510383,0 days 00:00:00.766165,0.1490074938488233,Plain,6,SymmetricTree,628,0.01766212348851,0.05416412740494369,20,7,COMPLETE
49,49,0.322843293512729,2023-06-10 16:37:14.510948,2023-06-10 16:37:15.494355,0 days 00:00:00.983407,0.04499275446620921,Plain,5,SymmetricTree,763,0.21356551577715735,0.04410754503324418,20,16,COMPLETE
50,50,0.2870460151095033,2023-06-10 16:37:15.494952,2023-06-10 16:37:16.345449,0 days 00:00:00.850497,0.11755576509761215,Plain,4,SymmetricTree,832,1.1874969200149557,0.06471184205742053,20,8,COMPLETE
51,51,0.2904235497464283,2023-06-10 16:37:16.346056,2023-06-10 16:37:17.401204,0 days 00:00:01.055148,0.20195319473125203,Plain,4,SymmetricTree,727,6.2503044626704805,0.036430398165164475,20,3,COMPLETE
52,52,0.261894345227507,2023-06-10 16:37:17.401816,2023-06-10 16:37:18.625840,0 days 00:00:01.224024,0.32363144922119047,Plain,4,SymmetricTree,558,10.803641880912902,0.03793268362325324,20,13,COMPLETE
53,53,0.27879798729529687,2023-06-10 16:37:18.626361,2023-06-10 16:37:19.543556,0 days 00:00:00.917195,0.3159863212929548,Plain,5,SymmetricTree,549,2.3865548067922635,0.05433451386550784,20,13,COMPLETE
54,54,0.39309373411476695,2023-06-10 16:37:19.544125,2023-06-10 16:37:20.358110,0 days 00:00:00.813985,0.3266277833726055,Plain,4,SymmetricTree,531,1.1661556188110083,0.07807637418261859,4,95,COMPLETE
55,55,0.276266133183483,2023-06-10 16:37:20.358932,2023-06-10 16:37:21.311362,0 days 00:00:00.952430,0.2799231340735669,Plain,4,SymmetricTree,557,9.99323584647528,0.049770495220011056,20,13,COMPLETE
56,56,0.4113341442637927,2023-06-10 16:37:21.312006,2023-06-10 16:37:22.289700,0 days 00:00:00.977694,0.2437313933234634,,4,Depthwise,658,14.751484984696445,0.023409602453290938,2,17,COMPLETE
57,57,0.28126066773033115,2023-06-10 16:37:22.290292,2023-06-10 16:37:23.177406,0 days 00:00:00.887114,0.4549180663772741,Plain,4,SymmetricTree,444,43.77881977304894,0.12669126917110304,20,10,COMPLETE
58,58,0.30890625177631015,2023-06-10 16:37:23.178109,2023-06-10 16:37:24.265860,0 days 00:00:01.087751,0.13578373490832318,Plain,4,SymmetricTree,360,36.76132146942541,0.045087425090494085,20,0,COMPLETE
59,59,0.28956466674682096,2023-06-10 16:37:24.266511,2023-06-10 16:37:25.454075,0 days 00:00:01.187564,0.2915687554472435,,4,Lossguide,777,9.587385000380198,0.035342525238232905,4,26,COMPLETE
60,60,0.29238228133553773,2023-06-10 16:37:25.454967,2023-06-10 16:37:26.324117,0 days 00:00:00.869150,0.5196578653516226,Plain,5,SymmetricTree,826,8.62490926670509,0.08031213578084972,20,13,COMPLETE
61,61,0.27392827501355504,2023-06-10 16:37:26.324823,2023-06-10 16:37:27.392093,0 days 00:00:01.067270,0.3386480961620196,Plain,5,SymmetricTree,552,2.1633263921652603,0.05040142677346077,20,13,COMPLETE
62,62,0.26914924118164435,2023-06-10 16:37:27.392715,2023-06-10 16:37:28.729794,0 days 00:00:01.337079,0.40306009045585783,Plain,4,SymmetricTree,480,40.244632010774986,0.05085452853213873,20,18,COMPLETE
63,63,0.2931397208883661,2023-06-10 16:37:28.730381,2023-06-10 16:37:30.395736,0 days 00:00:01.665355,0.3825627356665454,Plain,6,SymmetricTree,488,41.48554015194155,0.04247333597702178,20,19,COMPLETE
64,64,0.30208180073847923,2023-06-10 16:37:30.396437,2023-06-10 16:37:31.734239,0 days 00:00:01.337802,0.1651992626267993,Plain,5,SymmetricTree,430,4.606433890006689,0.02054035903590447,20,24,COMPLETE
65,65,0.335030864746523,2023-06-10 16:37:31.734860,2023-06-10 16:37:32.804688,0 days 00:00:01.069828,0.11071411633269009,Plain,4,SymmetricTree,566,11.389865117123039,0.03224455813471338,3,18,COMPLETE
66,66,0.2849315513718312,2023-06-10 16:37:32.805275,2023-06-10 16:37:33.627827,0 days 00:00:00.822552,0.6130758725158649,Plain,4,SymmetricTree,514,1.6275707174100047,0.07008924446574173,20,10,COMPLETE
67,67,0.287881263536305,2023-06-10 16:37:33.628640,2023-06-10 16:37:34.920661,0 days 00:00:01.292021,0.18117023851130032,Plain,5,SymmetricTree,384,38.80306270611883,0.05374492345379706,20,3,COMPLETE
68,68,0.30099749242352936,2023-06-10 16:37:34.921250,2023-06-10 16:37:35.869407,0 days 00:00:00.948157,0.4077303810372266,Plain,4,SymmetricTree,463,0.612250462046987,0.040122578991911094,64,15,COMPLETE
69,69,0.44278681789845253,2023-06-10 16:37:35.870022,2023-06-10 16:37:36.580121,0 days 00:00:00.710099,0.2921475380715069,,5,Depthwise,640,4.6308923722936814,0.051419426560200925,2,20,COMPLETE
70,70,0.2859161302119965,2023-06-10 16:37:36.580720,2023-06-10 16:37:37.572238,0 days 00:00:00.991518,0.6889733791124045,Plain,6,SymmetricTree,571,14.481857309862908,0.11307005097856632,20,9,COMPLETE
71,71,0.29001669677305825,2023-06-10 16:37:37.572844,2023-06-10 16:37:38.580073,0 days 00:00:01.007229,0.2588421856898703,Plain,4,SymmetricTree,865,45.48459477084294,0.07910356362783573,20,12,COMPLETE
72,72,0.2858574031529228,2023-06-10 16:37:38.580707,2023-06-10 16:37:39.353857,0 days 00:00:00.773150,0.21866564297859253,Plain,4,SymmetricTree,752,10.141086740893432,0.08973211658307384,20,7,COMPLETE
73,73,0.30306477800776804,2023-06-10 16:37:39.354491,2023-06-10 16:37:40.094801,0 days 00:00:00.740310,0.1289435711593121,Plain,4,SymmetricTree,682,2.0118346283258566,0.06503837091983974,20,3,COMPLETE
74,74,0.2775183837550223,2023-06-10 16:37:40.095378,2023-06-10 16:37:40.992365,0 days 00:00:00.896987,0.37657135563033256,Plain,4,SymmetricTree,907,26.654789502878295,0.0890047528892967,20,15,COMPLETE
75,75,0.25965490419791376,2023-06-10 16:37:40.992937,2023-06-10 16:37:41.915248,0 days 00:00:00.922311,0.5059720797873127,Plain,4,SymmetricTree,808,5.872396987608399,0.12103514735083222,20,9,COMPLETE
76,76,0.35596568583895316,2023-06-10 16:37:41.915870,2023-06-10 16:37:42.641974,0 days 00:00:00.726104,0.5954197909093727,Plain,4,SymmetricTree,804,3.923543994257275,0.11698360620015291,3,12,COMPLETE
77,77,0.34756815924137086,2023-06-10 16:37:42.642705,2023-06-10 16:37:43.403567,0 days 00:00:00.760862,0.4867004938638988,,5,Lossguide,848,61.05588195931431,0.13593759180338919,20,21,COMPLETE
78,78,0.2981083492000719,2023-06-10 16:37:43.404176,2023-06-10 16:37:44.761264,0 days 00:00:01.357088,1.099207158697238,Plain,4,SymmetricTree,890,7.692591626952312,0.02925572644054117,4,2,COMPLETE
79,79,0.3463712412432559,2023-06-10 16:37:44.761878,2023-06-10 16:37:45.684080,0 days 00:00:00.922202,0.33657693537695643,Plain,5,SymmetricTree,484,0.8454402530314362,0.07358012418142439,20,66,COMPLETE
80,80,0.29463491107177814,2023-06-10 16:37:45.684700,2023-06-10 16:37:46.405373,0 days 00:00:00.720673,0.1753822494465137,Plain,4,SymmetricTree,960,1.8876004245324622,0.10655083234504414,64,9,COMPLETE
81,81,0.2728302459574098,2023-06-10 16:37:46.406437,2023-06-10 16:37:47.186219,0 days 00:00:00.779782,0.222950576709967,Plain,4,SymmetricTree,623,16.83736560015002,0.09112441035986445,20,6,COMPLETE
82,82,0.26989622125075474,2023-06-10 16:37:47.186912,2023-06-10 16:37:48.148366,0 days 00:00:00.961454,0.44169565570092123,Plain,4,SymmetricTree,618,17.705120637494243,0.05855967025370489,20,5,COMPLETE
83,83,0.2616958722453966,2023-06-10 16:37:48.149082,2023-06-10 16:37:49.167789,0 days 00:00:01.018707,0.732730511673367,Plain,4,SymmetricTree,577,12.649799677765225,0.05647345181682481,20,5,COMPLETE
84,84,0.278683183120232,2023-06-10 16:37:49.168429,2023-06-10 16:37:50.078277,0 days 00:00:00.909848,0.6735045453453563,Plain,4,SymmetricTree,623,15.996609718968525,0.05498993020869831,20,5,COMPLETE
85,85,0.31093962535285335,2023-06-10 16:37:50.078986,2023-06-10 16:37:51.720377,0 days 00:00:01.641391,1.2843745215615243,Plain,5,SymmetricTree,582,97.59829065765258,0.06774314096791,5,1,COMPLETE
86,86,0.2768055016421621,2023-06-10 16:37:51.721103,2023-06-10 16:37:52.768543,0 days 00:00:01.047440,0.7880891407264508,Plain,4,SymmetricTree,537,3.7381738037933787,0.04658756936633148,20,6,COMPLETE
87,87,0.33090560032257216,2023-06-10 16:37:52.769243,2023-06-10 16:37:53.598344,0 days 00:00:00.829101,0.4400420570656217,,4,Depthwise,685,6.408377569920844,0.03786052303037826,20,16,COMPLETE
88,88,0.26476711285491067,2023-06-10 16:37:53.598973,2023-06-10 16:37:54.939252,0 days 00:00:01.340279,0.5595962156202677,Plain,4,SymmetricTree,602,59.16174770690983,0.06108424426826683,32,3,COMPLETE
89,89,0.26414419254741556,2023-06-10 16:37:54.939850,2023-06-10 16:37:56.050482,0 days 00:00:01.110632,0.9306387400044159,Plain,4,SymmetricTree,610,44.84560670851287,0.06137711853009077,32,3,COMPLETE
90,90,0.2569234558650972,2023-06-10 16:37:56.051196,2023-06-10 16:37:57.704278,0 days 00:00:01.653082,1.42987827355115,Plain,4,SymmetricTree,727,57.78013389532402,0.06237155310446122,32,3,COMPLETE
91,91,0.2574011980588111,2023-06-10 16:37:57.705010,2023-06-10 16:37:58.846057,0 days 00:00:01.141047,0.8614985948126619,Plain,4,SymmetricTree,711,62.44534832204337,0.0741978933221418,32,2,COMPLETE
92,92,0.2519322272215224,2023-06-10 16:37:58.847088,2023-06-10 16:38:00.480192,0 days 00:00:01.633104,1.5845155565286204,Plain,4,SymmetricTree,662,55.47614560924386,0.05972714749877082,32,4,COMPLETE
93,93,0.27031064473927174,2023-06-10 16:38:00.480907,2023-06-10 16:38:02.084281,0 days 00:00:01.603374,1.6069967214520775,Plain,4,SymmetricTree,668,59.97601612573516,0.05786716560875524,32,3,COMPLETE
94,94,0.3647064713636852,2023-06-10 16:38:02.085018,2023-06-10 16:38:10.030657,0 days 00:00:07.945639,0.9089135039994624,Plain,10,SymmetricTree,701,92.39792666536947,0.06129462611560663,32,0,COMPLETE
95,95,0.24003424289896041,2023-06-10 16:38:10.031413,2023-06-10 16:38:11.593559,0 days 00:00:01.562146,1.2777590294687113,Plain,4,SymmetricTree,599,36.20712628782309,0.044525856552951076,32,4,COMPLETE
96,96,0.3275887016680836,2023-06-10 16:38:11.594270,2023-06-10 16:38:12.519829,0 days 00:00:00.925559,1.29628939045457,,4,Lossguide,645,35.11397585931386,0.07123823146584607,32,2,COMPLETE
97,97,0.2589813769770028,2023-06-10 16:38:12.520534,2023-06-10 16:38:14.087130,0 days 00:00:01.566596,2.0988825796595294,Plain,4,SymmetricTree,586,58.22350621468011,0.04387176627080929,32,3,COMPLETE
98,98,0.2654997796949519,2023-06-10 16:38:14.088212,2023-06-10 16:38:15.664635,0 days 00:00:01.576423,2.1201891647622326,Plain,4,SymmetricTree,592,59.93588141327725,0.04038848421088455,32,4,COMPLETE
99,99,0.27038172052917275,2023-06-10 16:38:15.665342,2023-06-10 16:38:17.171315,0 days 00:00:01.505973,1.689902619883702,Plain,4,SymmetricTree,600,61.54305476228386,0.03537993415833409,32,10,COMPLETE
100,100,0.2672068647878123,2023-06-10 16:38:17.171944,2023-06-10 16:38:18.825647,0 days 00:00:01.653703,1.0612682364055257,Plain,4,SymmetricTree,646,30.5258138769874,0.04588145865191498,32,0,COMPLETE
101,101,0.2565474957002782,2023-06-10 16:38:18.826364,2023-06-10 16:38:20.399944,0 days 00:00:01.573580,1.4424648456183196,Plain,4,SymmetricTree,607,59.312405742616384,0.0395109837112386,32,4,COMPLETE
102,102,0.27897131480718484,2023-06-10 16:38:20.400692,2023-06-10 16:38:21.887171,0 days 00:00:01.486479,2.4564403383171687,Plain,4,SymmetricTree,519,98.13652749488506,0.03310607149829517,32,2,COMPLETE
103,103,0.23966371047585905,2023-06-10 16:38:21.887808,2023-06-10 16:38:23.157670,0 days 00:00:01.269862,1.5437585589728433,Plain,4,SymmetricTree,730,25.557666521540988,0.06873565354982995,32,9,COMPLETE
104,104,0.23982855213265955,2023-06-10 16:38:23.158334,2023-06-10 16:38:25.018293,0 days 00:00:01.859959,1.4517252360665107,Plain,4,SymmetricTree,727,28.27391401736144,0.044469706501317006,32,8,COMPLETE
105,105,0.2438033810154925,2023-06-10 16:38:25.019252,2023-06-10 16:38:26.824676,0 days 00:00:01.805424,1.5246199217776226,Plain,4,SymmetricTree,726,25.903159611225714,0.044192398364265154,32,8,COMPLETE
106,106,0.24618100877581198,2023-06-10 16:38:26.825412,2023-06-10 16:38:28.206642,0 days 00:00:01.381230,1.4784077272870524,Plain,4,SymmetricTree,729,26.36163954676265,0.04352296885517528,32,8,COMPLETE
107,107,0.2904479776532467,2023-06-10 16:38:28.207353,2023-06-10 16:38:32.355958,0 days 00:00:04.148605,2.0715335750159203,Ordered,4,SymmetricTree,723,22.97802834838812,0.043499413980717445,32,8,COMPLETE
108,108,0.30590548471970636,2023-06-10 16:38:32.356626,2023-06-10 16:38:33.791933,0 days 00:00:01.435307,1.4690009521052534,,4,Depthwise,776,33.58293701625018,0.0303440619594928,32,11,COMPLETE
109,109,0.2685656760165264,2023-06-10 16:38:33.792757,2023-06-10 16:38:35.157259,0 days 00:00:01.364502,1.857012879031146,Plain,4,SymmetricTree,703,26.406008483104426,0.04695473793022643,32,56,COMPLETE
110,110,0.2529203187736462,2023-06-10 16:38:35.157994,2023-06-10 16:38:36.991628,0 days 00:00:01.833634,3.0448567750713753,Plain,4,SymmetricTree,732,67.49543331234088,0.06874286015101824,32,8,COMPLETE
111,111,0.27121095006820267,2023-06-10 16:38:36.992347,2023-06-10 16:38:38.728767,0 days 00:00:01.736420,3.089781479066496,Plain,4,SymmetricTree,733,99.93756004930981,0.0420769901405229,32,8,COMPLETE
112,112,0.24726437979849156,2023-06-10 16:38:38.729393,2023-06-10 16:38:40.654516,0 days 00:00:01.925123,1.4752743588480783,Plain,4,SymmetricTree,800,50.16923789708982,0.07029446065723205,32,9,COMPLETE
113,113,0.24639420590308148,2023-06-10 16:38:40.655070,2023-06-10 16:38:42.273243,0 days 00:00:01.618173,1.4877333048150414,Plain,4,SymmetricTree,771,56.44704681169296,0.0722160081864008,32,7,COMPLETE
114,114,0.2728767636950031,2023-06-10 16:38:42.273844,2023-06-10 16:38:43.490447,0 days 00:00:01.216603,1.3151635774462231,Plain,4,SymmetricTree,766,30.95033710750197,0.08335438265210018,32,11,COMPLETE
115,115,0.2885560817184256,2023-06-10 16:38:43.491024,2023-06-10 16:38:44.497112,0 days 00:00:01.006088,2.7067194998261654,Plain,4,SymmetricTree,788,16.868237866358026,0.07018407619788634,32,85,COMPLETE
116,116,0.25822871754931176,2023-06-10 16:38:44.497845,2023-06-10 16:38:46.149400,0 days 00:00:01.651555,1.5013514418295382,Plain,4,SymmetricTree,678,64.54072139021643,0.07420593602280988,32,7,COMPLETE
117,117,0.3398819574059144,2023-06-10 16:38:46.150057,2023-06-10 16:38:46.900886,0 days 00:00:00.750829,1.2186722113358393,,4,Lossguide,704,40.86674613820311,0.09984703470496875,32,9,COMPLETE
118,118,0.25957684605845854,2023-06-10 16:38:46.901566,2023-06-10 16:38:48.103551,0 days 00:00:01.201985,1.74481025673713,Plain,4,SymmetricTree,738,9.886214649730407,0.06591634197945821,32,6,COMPLETE
119,119,0.26487115486685114,2023-06-10 16:38:48.104148,2023-06-10 16:38:49.199599,0 days 00:00:01.095451,1.0850020614879803,Plain,4,SymmetricTree,755,19.85422682045723,0.07824886969549726,32,15,COMPLETE
120,120,0.2689811707653223,2023-06-10 16:38:49.200272,2023-06-10 16:38:51.207985,0 days 00:00:02.007713,2.3838105186016736,Plain,5,SymmetricTree,714,98.72432457938571,0.08406481429445661,32,11,COMPLETE
121,121,0.2518458085662434,2023-06-10 16:38:51.208623,2023-06-10 16:38:52.844474,0 days 00:00:01.635851,1.517158655748407,Plain,4,SymmetricTree,675,59.51552283062159,0.07148198555551652,32,5,COMPLETE
122,122,0.24696781620230046,2023-06-10 16:38:52.845224,2023-06-10 16:38:54.169819,0 days 00:00:01.324595,1.5189906254758994,Plain,4,SymmetricTree,658,28.53416896922933,0.053610610809456595,32,0,COMPLETE
123,123,0.2511275947624242,2023-06-10 16:38:54.170542,2023-06-10 16:38:55.739545,0 days 00:00:01.569003,1.4512715083519558,Plain,4,SymmetricTree,664,29.703904214973335,0.04986559944642146,32,0,COMPLETE
