,number,value,datetime_start,datetime_complete,duration,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_bin,params_min_child_samples,params_min_sum_hessian_in_leaf,params_n_estimators,params_num_leaves,state
1520,1520,0.3553647363282703,2023-06-10 18:16:23.426514,2023-06-10 18:16:23.604799,0 days 00:00:00.178285,2,0.7974950225389584,3.9757384083181145e-06,1.7489152966400464e-08,0.1583883514996232,42,17,0.011814289807748285,827,237,PRUNED
4526,4526,0.35549208054487963,2023-06-10 18:35:18.858912,2023-06-10 18:35:19.404460,0 days 00:00:00.545548,7,0.9179282233263261,0.002942874209181095,0.0025023860265393537,0.23749253992499683,39,9,0.06618427814576901,369,248,PRUNED
238,238,0.35562488966956163,2023-06-10 18:13:29.894124,2023-06-10 18:13:29.968911,0 days 00:00:00.074787,7,0.5549413215801662,0.00011244778439537919,3.569983299545041e-08,0.21978025303332321,36,8,0.05616773262877151,620,234,PRUNED
1444,1444,0.35578261519742105,2023-06-10 18:16:09.239185,2023-06-10 18:16:09.411900,0 days 00:00:00.172715,2,0.6029569710469636,0.00020052864401953592,1.7395451761601137e-08,0.2196645979246676,36,10,0.09673204960257306,769,248,PRUNED
2815,2815,0.3557938711538214,2023-06-10 18:22:15.145573,2023-06-10 18:22:15.445486,0 days 00:00:00.299913,7,0.9872356496536886,3.0008286540907534e-07,3.514015071024317e-08,0.2995514313684413,36,12,0.07803708039800286,759,248,PRUNED
2577,2577,0.3558399423933378,2023-06-10 18:20:54.412367,2023-06-10 18:20:54.688430,0 days 00:00:00.276063,7,0.5739843343081318,4.739398079440597e-07,5.572961109377392e-08,0.21816568516062435,32,15,0.0998806134265391,731,243,PRUNED
450,450,0.3558450932341578,2023-06-10 18:13:48.479820,2023-06-10 18:13:48.567998,0 days 00:00:00.088178,6,0.626846018247049,1.0590287458902047e-08,4.979068155383152e-07,0.25113592313966626,32,9,0.069900374581715,763,137,PRUNED
795,795,0.35597284165863974,2023-06-10 18:14:28.074646,2023-06-10 18:14:28.190401,0 days 00:00:00.115755,7,0.48559476437471294,3.229497769562463,1.906788804045631e-08,0.22124135512422205,40,6,0.06290561550793557,781,232,PRUNED
2416,2416,0.3560640616611552,2023-06-10 18:20:03.588810,2023-06-10 18:20:05.815436,0 days 00:00:02.226626,7,0.8643463242205455,2.193358041761421e-06,0.00044705068794366996,0.2642921192124164,36,11,0.04986281752647084,731,241,PRUNED
4170,4170,0.3561144780694224,2023-06-10 18:32:03.715236,2023-06-10 18:32:08.016025,0 days 00:00:04.300789,7,0.49163749614437013,0.0027379739442360113,0.009805679128618012,0.15145250061698637,140,11,0.05375625000113863,796,240,PRUNED
917,917,0.35669710481069916,2023-06-10 18:14:43.936962,2023-06-10 18:14:44.064597,0 days 00:00:00.127635,4,0.9664518847457083,1.5275296304391969e-06,1.5014682454951925e-08,0.20977468527705673,36,7,0.05685852689971172,1000,128,PRUNED
4164,4164,0.35674494871533413,2023-06-10 18:32:00.707975,2023-06-10 18:32:01.227070,0 days 00:00:00.519095,7,0.981982154326276,0.0050937939151755336,0.02487464239363076,0.2286071083784517,96,15,0.03639486181433652,300,236,PRUNED
270,270,0.35676478585828736,2023-06-10 18:13:32.833134,2023-06-10 18:13:32.907256,0 days 00:00:00.074122,7,0.5509012496843111,3.522878329146351e-08,0.13825883115668647,0.24566151917413084,40,12,0.08326939371556151,615,252,PRUNED
4319,4319,0.3568142635858738,2023-06-10 18:33:24.457417,2023-06-10 18:33:24.980757,0 days 00:00:00.523340,7,0.4888081727740752,0.0001268516761408073,0.5972853007326989,0.26198846505051376,43,16,0.06296657213361123,365,251,PRUNED
1226,1226,0.3570069283640257,2023-06-10 18:15:29.157041,2023-06-10 18:15:29.308659,0 days 00:00:00.151618,6,0.9741797728717316,0.2416496523635104,0.00018311543412700672,0.2583199668076061,39,12,0.03290798978456092,757,230,PRUNED
3319,3319,0.35708947323435897,2023-06-10 18:25:23.980745,2023-06-10 18:25:24.409548,0 days 00:00:00.428803,6,0.9997800996098011,0.06657080699337695,1.952797435024369e-08,0.20888384608791177,214,7,0.08293113631930173,762,245,PRUNED
3919,3919,0.35708961350281543,2023-06-10 18:29:56.391188,2023-06-10 18:29:56.793735,0 days 00:00:00.402547,7,0.5668000856173661,7.428804329818936e-06,8.749011188898762e-08,0.21153273762381827,36,14,0.062042841358337354,711,220,PRUNED
3591,3591,0.35711024847804346,2023-06-10 18:27:21.393988,2023-06-10 18:27:21.849446,0 days 00:00:00.455458,7,0.9999115783813313,0.0022278489727021846,4.016312672845672e-08,0.20832943373197987,39,28,0.03525139994414269,813,234,PRUNED
3176,3176,0.3571326468273094,2023-06-10 18:24:28.397476,2023-06-10 18:24:28.731211,0 days 00:00:00.333735,7,0.5834679646865001,1.0479557750672839e-05,0.0003620178525270812,0.26539283480117043,36,11,0.04228414126740562,726,229,PRUNED
2980,2980,0.35713801469891165,2023-06-10 18:23:12.288854,2023-06-10 18:23:12.680146,0 days 00:00:00.391292,7,0.8420081218304343,6.486978654943264e-07,1.098843956557584e-06,0.2639145768792829,36,7,0.027351711959389503,756,208,PRUNED
4240,4240,0.35717827754963477,2023-06-10 18:32:43.434891,2023-06-10 18:32:43.955683,0 days 00:00:00.520792,7,0.6525680144978019,6.688530451047716e-07,0.003426755271633006,0.29868592929275384,46,9,0.07598958139095514,780,252,PRUNED
3453,3453,0.3572048354593702,2023-06-10 18:26:21.738059,2023-06-10 18:26:22.097522,0 days 00:00:00.359463,7,0.5506442182074299,3.228670074742402e-08,1.242025148189328e-05,0.24969648553807758,42,11,0.04320004688244894,794,256,PRUNED
4843,4843,0.3572259346997815,2023-06-10 18:38:28.329942,2023-06-10 18:38:28.916941,0 days 00:00:00.586999,7,0.4494870214805895,2.4202104272963787,1.8759895295206924e-08,0.234788137944301,39,12,0.04094625062787249,777,248,PRUNED
2201,2201,0.3573282362736302,2023-06-10 18:19:03.308985,2023-06-10 18:19:03.552705,0 days 00:00:00.243720,7,0.9899299971917441,0.021694268404554226,0.047979406416776664,0.26721767247336264,36,16,0.08232211146217885,740,230,PRUNED
17,17,0.35739594132248664,2023-06-10 18:13:11.971931,2023-06-10 18:13:12.145720,0 days 00:00:00.173789,7,0.40664938403324,0.0006613797069838716,0.011972132344928488,0.05731914532163627,67,39,0.048111191304399115,755,177,PRUNED
1389,1389,0.3574242987756167,2023-06-10 18:15:56.630371,2023-06-10 18:15:56.797908,0 days 00:00:00.167537,7,0.8221196793535565,0.0007214811946583786,0.005142205444910087,0.23849723620785135,36,9,0.09121565458964985,643,210,PRUNED
3800,3800,0.3574296946401605,2023-06-10 18:29:00.540379,2023-06-10 18:29:00.934573,0 days 00:00:00.394194,7,0.9498227787382055,0.06266513762685177,0.4001654824474951,0.2343763866256743,32,10,0.014571594259466926,762,228,PRUNED
1454,1454,0.3574660903487853,2023-06-10 18:16:11.066793,2023-06-10 18:16:11.240054,0 days 00:00:00.173261,3,0.6960452373571085,0.00015162395458739888,2.647994644410566e-05,0.2598027616092912,194,12,0.02997686022057111,753,239,PRUNED
3313,3313,0.35752247990682484,2023-06-10 18:25:21.643076,2023-06-10 18:25:22.082802,0 days 00:00:00.439726,7,0.6259973105617804,0.008300342727488915,0.0005395741140340181,0.26303674846676994,45,15,0.02419899199182054,802,248,PRUNED
3870,3870,0.35752411170311593,2023-06-10 18:29:33.104656,2023-06-10 18:29:33.590091,0 days 00:00:00.485435,7,0.9808232332763065,7.430451514127534e-05,0.7971805048588511,0.2515750037280327,54,5,0.050954930485762974,824,218,PRUNED
1369,1369,0.357525372719356,2023-06-10 18:15:53.133165,2023-06-10 18:15:53.307400,0 days 00:00:00.174235,7,0.9594033283330667,7.211818678383797e-08,8.295027645256375e-07,0.29988075392112357,59,8,0.07431095851704371,808,245,PRUNED
492,492,0.3575543785790773,2023-06-10 18:13:52.361694,2023-06-10 18:13:52.453480,0 days 00:00:00.091786,7,0.6158551070126655,1.4109557660647307e-06,4.6759454340669915e-07,0.2786545183790301,42,14,0.06840309485219026,625,222,PRUNED
2939,2939,0.3575845123598335,2023-06-10 18:22:57.794901,2023-06-10 18:22:58.186139,0 days 00:00:00.391238,7,0.4481819975373602,0.00015584661042868764,0.31481326307385954,0.2662471945029426,39,5,0.0910484379307816,681,245,PRUNED
3669,3669,0.35768706311943643,2023-06-10 18:27:56.582615,2023-06-10 18:27:57.080870,0 days 00:00:00.498255,7,0.9873522087146153,0.003287409310387209,6.915515810516768,0.26318912209340134,39,16,0.08873274373195854,736,256,PRUNED
1551,1551,0.357691010335102,2023-06-10 18:16:29.421649,2023-06-10 18:16:29.601609,0 days 00:00:00.179960,3,0.9580660300090755,1.4218392533833315,1.919486773178851e-06,0.23542599838728798,32,5,0.07676909273441239,711,238,PRUNED
4055,4055,0.3577720757831795,2023-06-10 18:31:06.143665,2023-06-10 18:31:06.712074,0 days 00:00:00.568409,7,0.9706741056313614,2.4242821995894737e-06,2.897087655484085e-05,0.20103889421389784,36,6,0.03835998727159122,767,217,PRUNED
2372,2372,0.3578272664444267,2023-06-10 18:19:50.773970,2023-06-10 18:19:51.065572,0 days 00:00:00.291602,7,0.7059489677373895,0.0040208566756756246,0.0002583228321365847,0.2642517745415055,36,15,0.0654307596228735,673,236,PRUNED
3080,3080,0.3580392527152931,2023-06-10 18:23:48.539232,2023-06-10 18:23:48.942746,0 days 00:00:00.403514,7,0.5344263785989513,1.878936895097535e-06,3.007181238597999e-05,0.2017761120036929,40,10,0.0930694422045384,754,251,PRUNED
4871,4871,0.35817747607009315,2023-06-10 18:38:45.081208,2023-06-10 18:38:45.678530,0 days 00:00:00.597322,7,0.46410742743304095,1.759199758792249e-05,0.0004214162859399064,0.18649530022757915,32,12,0.04720300683494107,672,232,PRUNED
263,263,0.3582590112005596,2023-06-10 18:13:32.246819,2023-06-10 18:13:32.321766,0 days 00:00:00.074947,7,0.5416717064633567,4.390664660170282e-07,0.21681139666539967,0.2526896081441463,45,12,0.06727383511038093,596,236,PRUNED
718,718,0.35827664819025706,2023-06-10 18:14:19.049476,2023-06-10 18:14:19.157524,0 days 00:00:00.108048,7,0.5327614632963933,4.2728335973032845,1.817309057606529e-08,0.2527093260163963,39,8,0.04978373824854563,801,232,PRUNED
1319,1319,0.3582852375283646,2023-06-10 18:15:44.590309,2023-06-10 18:15:44.829729,0 days 00:00:00.239420,7,0.5147869702629604,2.8398357265929573e-05,4.529780766663002e-05,0.17683183078251272,32,16,0.0016893611389537481,768,251,PRUNED
3199,3199,0.35854901761235725,2023-06-10 18:24:37.182095,2023-06-10 18:24:37.517009,0 days 00:00:00.334914,7,0.48198306516748085,1.4479486860493846e-08,2.7331435468729482e-08,0.19389731218172587,32,14,0.00016407567206062966,300,204,PRUNED
4193,4193,0.358583401242432,2023-06-10 18:32:19.297677,2023-06-10 18:32:19.818878,0 days 00:00:00.521201,7,0.9823487282458347,7.983452766662567e-07,1.7727861475442956e-06,0.23018057073366996,40,7,0.09769842899258709,740,256,PRUNED
2206,2206,0.3585849278571139,2023-06-10 18:19:04.679749,2023-06-10 18:19:04.994936,0 days 00:00:00.315187,7,0.9684538134391357,0.03953176368457068,0.2639492190438996,0.20276779959329733,36,14,0.08707039103657747,746,232,PRUNED
4923,4923,0.3586675621551382,2023-06-10 18:39:16.302100,2023-06-10 18:39:16.896788,0 days 00:00:00.594688,7,0.5809832516105694,1.6003932208859219e-06,1.1400569695079307e-06,0.2604444875138693,53,10,0.04934479677772719,656,256,PRUNED
1243,1243,0.35870395105497266,2023-06-10 18:15:31.993714,2023-06-10 18:15:32.149416,0 days 00:00:00.155702,6,0.8818846398536908,0.16452223714152733,2.1078892028754913e-06,0.19335344008328004,39,13,0.04590913230105381,891,220,PRUNED
703,703,0.35870907338474894,2023-06-10 18:14:17.422826,2023-06-10 18:14:17.527647,0 days 00:00:00.104821,7,0.55590252836818,0.011501069078288238,6.038004912365294e-05,0.18265043916564197,48,17,0.08235223204460294,762,224,PRUNED
3059,3059,0.3587501515331382,2023-06-10 18:23:40.824001,2023-06-10 18:23:41.148171,0 days 00:00:00.324170,7,0.9659117537439902,0.3889456889882402,8.387326329658917e-06,0.1623082148793854,32,7,0.04497582126649644,739,244,PRUNED
1189,1189,0.35876226859970095,2023-06-10 18:15:23.298643,2023-06-10 18:15:23.450825,0 days 00:00:00.152182,7,0.9292855194219429,7.23533408201691e-08,1.281926970152138,0.25587941482242715,36,6,0.036358759987075245,763,183,PRUNED
479,479,0.35878046834550265,2023-06-10 18:13:51.061114,2023-06-10 18:13:51.148766,0 days 00:00:00.087652,4,0.4662536546913072,7.704354004801594e-05,2.070859050907644e-08,0.2079768589973678,43,9,0.07728604522649626,606,156,PRUNED
4142,4142,0.35922903995129235,2023-06-10 18:31:49.712617,2023-06-10 18:31:50.221175,0 days 00:00:00.508558,7,0.4226351056658719,0.00346257475978261,2.0503513728718566e-06,0.2077837459356326,49,12,0.05022367368925653,788,236,PRUNED
4553,4553,0.3594306148186812,2023-06-10 18:35:33.668616,2023-06-10 18:35:34.218053,0 days 00:00:00.549437,7,0.7470399126185319,0.0061741985573790644,4.6881196102291774e-07,0.26216130883397726,39,8,0.009562107823784392,733,230,PRUNED
2926,2926,0.35953799456014335,2023-06-10 18:22:53.278999,2023-06-10 18:22:53.583361,0 days 00:00:00.304362,7,0.5546913857511231,0.023960068092046774,4.100801545247245e-08,0.2575981902549205,36,24,0.0723085038701707,741,228,PRUNED
2961,2961,0.35953829101717344,2023-06-10 18:23:05.521637,2023-06-10 18:23:05.910159,0 days 00:00:00.388522,7,0.4794709165405915,9.488899763507327e-05,7.95866490415921e-05,0.2656616813974972,36,12,0.06111942291764493,700,242,PRUNED
3215,3215,0.3595570364208514,2023-06-10 18:24:43.225022,2023-06-10 18:24:43.639427,0 days 00:00:00.414405,3,0.5823434981982184,0.002724019519939366,0.0006358097106858283,0.20374783856130432,32,13,0.08422796943942874,781,247,PRUNED
1998,1998,0.35958494730425256,2023-06-10 18:18:10.068521,2023-06-10 18:18:11.459323,0 days 00:00:01.390802,7,0.7681464093570469,6.6673554888597595,0.0010393011287010302,0.19298895009452055,36,6,0.03051918501349373,765,235,PRUNED
3670,3670,0.35959959688966725,2023-06-10 18:27:57.081727,2023-06-10 18:27:57.461054,0 days 00:00:00.379327,7,0.7745184338853365,1.5358314999588804e-08,0.01282602325240227,0.20957826684330216,36,9,0.058158599814305954,775,208,PRUNED
106,106,0.3596649735602131,2023-06-10 18:13:19.655010,2023-06-10 18:13:19.722164,0 days 00:00:00.067154,7,0.5129594073839607,3.9627823768048734e-05,1.667622326066543e-08,0.26251860132308724,36,9,0.05348463221978402,743,243,PRUNED
2994,2994,0.359734884288026,2023-06-10 18:23:17.319175,2023-06-10 18:23:17.635851,0 days 00:00:00.316676,7,0.5739522427160285,0.002042524690630207,0.589493727982034,0.22606499418238965,36,9,0.08644899704945341,749,219,PRUNED
1318,1318,0.3597520476784729,2023-06-10 18:15:44.429523,2023-06-10 18:15:44.589750,0 days 00:00:00.160227,7,0.9351998992652824,1.520032850739951e-06,2.1371402941074407,0.22645435837535544,126,12,0.048391926817439125,736,237,PRUNED
3593,3593,0.3597604752404698,2023-06-10 18:27:22.309579,2023-06-10 18:27:22.766640,0 days 00:00:00.457061,5,0.5332692912439535,5.609271123668078e-06,0.001159977537134504,0.16449267582029248,32,9,0.08587310082895898,789,226,PRUNED
841,841,0.35980479206668026,2023-06-10 18:14:33.776782,2023-06-10 18:14:33.893872,0 days 00:00:00.117090,7,0.5054725066474275,0.1449726446418357,2.317626974371518e-05,0.25610986871835567,36,20,0.07317081339718774,863,230,PRUNED
3965,3965,0.3598851339505818,2023-06-10 18:30:22.114495,2023-06-10 18:30:22.604988,0 days 00:00:00.490493,7,0.8662863292254072,0.015150368365828096,3.3265571769337166e-05,0.16868173778361467,39,9,0.00019264519796880712,703,213,PRUNED
2303,2303,0.35991582039987147,2023-06-10 18:19:30.992086,2023-06-10 18:19:31.316504,0 days 00:00:00.324418,7,0.9871693683796238,0.0023838858656181575,0.0015137065073593664,0.23404702174784253,32,15,0.030731893913554572,688,251,PRUNED
2625,2625,0.3599292044049501,2023-06-10 18:21:09.423393,2023-06-10 18:21:09.778823,0 days 00:00:00.355430,7,0.6398322894038173,0.05706921620364984,3.3940587064173,0.25944354459122587,39,7,0.017419233702995283,765,256,PRUNED
3615,3615,0.35994301536610634,2023-06-10 18:27:32.164256,2023-06-10 18:27:32.618208,0 days 00:00:00.453952,7,0.9888051133314912,0.0009795242362575158,2.680714755739092e-08,0.2444623408565701,36,10,0.04503690508644214,752,248,PRUNED
4227,4227,0.35994807567175446,2023-06-10 18:32:36.512899,2023-06-10 18:32:37.032987,0 days 00:00:00.520088,4,0.9799875330740754,0.0005538278351579465,2.5274278212541206e-06,0.25136804720209255,36,12,0.0829107260746154,1000,232,PRUNED
2322,2322,0.36002975513322705,2023-06-10 18:19:36.640276,2023-06-10 18:19:36.890265,0 days 00:00:00.249989,7,0.8965303064052496,0.006696972727557357,3.6847003674566024e-08,0.25624559487751647,69,10,0.029784808683158706,733,59,PRUNED
1294,1294,0.3600671831961681,2023-06-10 18:15:40.406735,2023-06-10 18:15:40.564961,0 days 00:00:00.158226,7,0.9424104079098884,2.7062746851120114e-06,1.1160534586084555e-06,0.29479755082808684,36,7,0.06871209908961165,785,246,PRUNED
880,880,0.3600892296339466,2023-06-10 18:14:39.177946,2023-06-10 18:14:39.305425,0 days 00:00:00.127479,4,0.5249346620654713,5.363416976714628e-07,4.451039882042729e-05,0.2346023346487756,36,5,0.007802008785245902,475,253,PRUNED
2767,2767,0.36015606584783033,2023-06-10 18:21:55.686495,2023-06-10 18:21:56.068074,0 days 00:00:00.381579,7,0.8130323045287012,6.288266736347466e-06,0.003806526369545802,0.20845446067997628,39,18,0.02752042638747729,766,229,PRUNED
3507,3507,0.36021095629837496,2023-06-10 18:26:44.340197,2023-06-10 18:26:44.784878,0 days 00:00:00.444681,7,0.6917349867278203,0.007871626298723362,8.851570876132773e-08,0.20111078504406804,49,17,0.03515932198633946,356,237,PRUNED
13,13,0.36021770243656537,2023-06-10 18:13:11.539515,2023-06-10 18:13:11.616635,0 days 00:00:00.077120,5,0.9708065839144269,3.257428444948871e-05,0.08463534602313762,0.2432297517281702,83,36,0.07699013443514578,982,212,COMPLETE
4818,4818,0.36024739397610966,2023-06-10 18:38:13.307501,2023-06-10 18:38:13.894206,0 days 00:00:00.586705,7,0.8981181853585207,0.001218111359339239,5.555122745213513e-08,0.18784360368050643,55,15,0.010337130156385332,843,251,PRUNED
4346,4346,0.3603967332452579,2023-06-10 18:33:38.607816,2023-06-10 18:33:39.139062,0 days 00:00:00.531246,7,0.6771469002829816,0.014246410387253673,0.0028584148766116696,0.29998351272308743,32,18,0.04493053755940347,746,214,PRUNED
3617,3617,0.36040246131576203,2023-06-10 18:27:33.080070,2023-06-10 18:27:33.536678,0 days 00:00:00.456608,7,0.9517931456369239,0.007790496756675342,0.0022987180631027565,0.21297787717838418,48,7,0.08968269673679477,769,216,PRUNED
4676,4676,0.36063703961470617,2023-06-10 18:36:45.896466,2023-06-10 18:36:46.460146,0 days 00:00:00.563680,7,0.4856367298948304,1.9975254114576533e-05,0.012161713693033968,0.29960595287241926,44,9,0.054731388540511884,785,229,PRUNED
3156,3156,0.3607023897179208,2023-06-10 18:24:20.821122,2023-06-10 18:24:21.232680,0 days 00:00:00.411558,3,0.6511299662527057,1.565239387654131e-08,0.007194550223278375,0.21253582448064337,39,9,0.08261625291613876,707,244,PRUNED
2325,2325,0.3608349865462827,2023-06-10 18:19:37.479338,2023-06-10 18:19:37.731982,0 days 00:00:00.252644,7,0.8454791930216566,0.01120851315062201,2.3275690557584825e-06,0.2088154227841607,59,10,0.03353180878151198,719,238,PRUNED
4812,4812,0.36085220930402645,2023-06-10 18:38:09.733850,2023-06-10 18:38:10.319851,0 days 00:00:00.586001,1,0.8365732865754818,0.006764916126881384,1.0031387455206484e-08,0.23533427565484472,42,12,0.058650114290097165,751,229,PRUNED
2919,2919,0.3609188290940937,2023-06-10 18:22:50.874097,2023-06-10 18:22:51.194400,0 days 00:00:00.320303,7,0.40033346096161887,0.0006538807187647207,4.287328804664255e-07,0.25196298404764045,36,8,0.08250025060874831,707,239,PRUNED
2328,2328,0.36095053636713437,2023-06-10 18:19:38.245183,2023-06-10 18:19:38.575244,0 days 00:00:00.330061,7,0.4616994025624769,2.5074812329951013e-06,6.835572796371329e-08,0.22899707136637346,56,7,0.02904136003020464,683,256,PRUNED
4542,4542,0.36095910221892136,2023-06-10 18:35:27.661034,2023-06-10 18:35:28.220631,0 days 00:00:00.559597,7,0.8095212460717032,1.4749093349922812e-07,0.27416560492167713,0.2988102295916947,43,7,0.038558871259096454,436,118,PRUNED
1615,1615,0.3609814363134251,2023-06-10 18:16:42.071740,2023-06-10 18:16:42.267845,0 days 00:00:00.196105,7,0.5316578598130787,3.1554550506469543e-06,2.1252252134945913e-07,0.22318650441480595,49,7,0.010932360646723064,816,203,PRUNED
4625,4625,0.3611326986669592,2023-06-10 18:36:17.205957,2023-06-10 18:36:17.763488,0 days 00:00:00.557531,6,0.8660808809837244,2.6667848963257513e-05,0.0010085121985911564,0.2642345192189264,32,9,0.04713295834331482,786,235,PRUNED
3135,3135,0.361190727859816,2023-06-10 18:24:12.785206,2023-06-10 18:24:13.191655,0 days 00:00:00.406449,7,0.5878910349436813,2.5962014953660967e-08,0.0018450719841863572,0.2639994674704687,32,16,0.0977842512773184,704,244,PRUNED
1281,1281,0.36122079128287915,2023-06-10 18:15:38.343041,2023-06-10 18:15:38.505219,0 days 00:00:00.162178,7,0.9581442281324228,1.0322075468840636e-06,2.213634480921444e-07,0.25563490737390787,36,12,0.013472317719685685,750,210,PRUNED
4930,4930,0.3612557243484377,2023-06-10 18:39:20.501237,2023-06-10 18:39:21.099920,0 days 00:00:00.598683,2,0.6738564935655884,0.6657003773643779,3.030183412868733e-06,0.16892668708672334,32,14,0.060334342718604606,746,214,PRUNED
135,135,0.3612591342249723,2023-06-10 18:13:21.983013,2023-06-10 18:13:22.053158,0 days 00:00:00.070145,7,0.474549225341449,1.5344775137474658e-05,5.3614116441122315e-08,0.17842040921767632,51,14,0.05300682559038762,902,121,PRUNED
4743,4743,0.36127828011773355,2023-06-10 18:37:24.660122,2023-06-10 18:37:25.236055,0 days 00:00:00.575933,7,0.5400643610980803,1.1983847217546382e-06,0.21621465277823992,0.207122894611058,46,11,0.06560128554372087,777,243,PRUNED
160,160,0.36127923528090145,2023-06-10 18:13:23.716334,2023-06-10 18:13:23.781171,0 days 00:00:00.064837,3,0.5052547132987748,0.0009153169119543509,0.17529807919496312,0.20370089780235556,51,13,0.06014513438189563,957,241,PRUNED
4860,4860,0.36138468046867533,2023-06-10 18:38:38.498299,2023-06-10 18:38:39.089329,0 days 00:00:00.591030,2,0.9071366817937547,0.01095167654866023,1.6013588410730216e-05,0.23308971734344267,45,8,0.07913481283859791,419,238,PRUNED
3968,3968,0.3614189604745492,2023-06-10 18:30:23.592513,2023-06-10 18:30:24.087202,0 days 00:00:00.494689,7,0.5861976951531963,0.37635524636613094,0.34996301907846755,0.20043333402566496,32,13,0.026444472224695915,738,67,PRUNED
4041,4041,0.3614466426427696,2023-06-10 18:30:59.217317,2023-06-10 18:30:59.718777,0 days 00:00:00.501460,7,0.8657144438589783,0.046468971566549264,0.7985774677331319,0.257278773906366,32,15,0.03587832233244368,745,256,PRUNED
2921,2921,0.3614658599697259,2023-06-10 18:22:51.503040,2023-06-10 18:22:51.889109,0 days 00:00:00.386069,7,0.7948042295628318,0.005054779014068319,2.7369525428534254,0.20980782935516457,254,7,0.07605662855168653,721,248,PRUNED
2294,2294,0.3614820175076229,2023-06-10 18:19:28.568489,2023-06-10 18:19:28.819558,0 days 00:00:00.251069,7,0.47249293224024963,0.007388461412990351,0.004354226897974338,0.29999366446018216,42,9,0.06998710319155815,671,245,PRUNED
3067,3067,0.36153871800497495,2023-06-10 18:23:43.791010,2023-06-10 18:23:44.116521,0 days 00:00:00.325511,7,0.4944773896904699,7.778721902108815e-06,0.009787598502454377,0.1908829515218207,39,12,0.08965275041130416,802,242,PRUNED
435,435,0.36159795147657,2023-06-10 18:13:47.141048,2023-06-10 18:13:47.227186,0 days 00:00:00.086138,5,0.6325591359507993,1.1062852631970888e-05,1.3231544531745777e-06,0.24855356022158287,36,7,0.0882762649598279,630,152,PRUNED
36,36,0.36162667057660525,2023-06-10 18:13:13.886508,2023-06-10 18:13:13.963161,0 days 00:00:00.076653,6,0.5590888495815124,9.650276011004455e-05,4.880809111527436e-07,0.18394051063241762,74,24,0.04336623650790399,946,158,PRUNED
4445,4445,0.36170919770384596,2023-06-10 18:34:34.721180,2023-06-10 18:34:35.266318,0 days 00:00:00.545138,4,0.4275925848492157,9.651720242777974e-05,1.4951189847480592e-05,0.20450444597779618,36,14,0.04785778870316529,772,239,PRUNED
2707,2707,0.3617572440562753,2023-06-10 18:21:35.734219,2023-06-10 18:21:36.076414,0 days 00:00:00.342195,7,0.9900051524024202,6.380671335675528e-08,0.021798616694174412,0.18238720335834413,32,7,0.08581862220786009,778,248,PRUNED
4876,4876,0.361790075089229,2023-06-10 18:38:48.086391,2023-06-10 18:38:48.679726,0 days 00:00:00.593335,7,0.6035935336945029,1.4470575648329818e-06,4.928392842011793e-07,0.21501762630493615,32,11,0.07053331105925466,802,248,PRUNED
2443,2443,0.36180084815069824,2023-06-10 18:20:14.124909,2023-06-10 18:20:14.462207,0 days 00:00:00.337298,7,0.9002561797895654,3.166371063443024,7.656251242263775e-06,0.174937392869019,32,11,0.04558160734500737,763,244,PRUNED
2650,2650,0.36182534766694885,2023-06-10 18:21:17.352674,2023-06-10 18:21:17.633100,0 days 00:00:00.280426,2,0.9826767903000538,0.4757455131150794,2.7010717444105593e-06,0.19565905862160954,36,13,0.022612112477948382,763,248,PRUNED
2755,2755,0.3620024386730475,2023-06-10 18:21:51.740211,2023-06-10 18:21:52.072563,0 days 00:00:00.332352,7,0.8894532852775707,0.0595513203881548,2.706514923567932e-08,0.26052331609192564,32,7,0.02112234272583684,737,239,PRUNED
2293,2293,0.3622767470122928,2023-06-10 18:19:28.315333,2023-06-10 18:19:28.567828,0 days 00:00:00.252495,7,0.9166976768312063,7.061350197356542e-06,0.015529690610920214,0.21207644510636137,32,7,0.0923150436649015,747,239,PRUNED
303,303,0.3623231422795391,2023-06-10 18:13:35.700141,2023-06-10 18:13:35.780753,0 days 00:00:00.080612,7,0.4353248385336049,6.990241394866165e-05,2.7589052835202956,0.2203663832409289,194,10,0.06186385263207171,733,227,PRUNED
227,227,0.3623732934763806,2023-06-10 18:13:28.989328,2023-06-10 18:13:29.059526,0 days 00:00:00.070198,3,0.5801195498757382,0.0003893776940331445,1.4787673261041497e-08,0.21106230120599723,42,10,0.03217975375073119,889,166,PRUNED
3704,3704,0.362443576744125,2023-06-10 18:28:16.437598,2023-06-10 18:28:16.909251,0 days 00:00:00.471653,7,0.4558751693068109,7.488554849862779e-06,0.0019071161924518716,0.20336464493392375,36,16,0.08294054115964392,768,247,PRUNED
2944,2944,0.36244796500274723,2023-06-10 18:22:59.593087,2023-06-10 18:22:59.902508,0 days 00:00:00.309421,7,0.5891136809106226,6.4229722508428555e-06,0.006322348939269924,0.20216258375756868,36,16,0.03248779212568349,762,232,PRUNED
151,151,0.3624600711588555,2023-06-10 18:13:23.047386,2023-06-10 18:13:23.114372,0 days 00:00:00.066986,1,0.49030305015360065,3.64881167981708e-05,4.066574766668042e-08,0.24503964221496793,45,8,0.05162604340350882,683,237,PRUNED
