,number,value,datetime_start,datetime_complete,duration,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_bin,params_min_child_samples,params_min_sum_hessian_in_leaf,params_n_estimators,params_num_leaves,state
247,247,0.24730503858020125,2023-06-10 18:13:30.760248,2023-06-10 18:13:30.907552,0 days 00:00:00.147304,7,0.48551044115675046,1.7648789285048e-08,2.33327781653007e-08,0.17989375678940953,36,5,0.07788790112184392,643,199,COMPLETE
1883,1883,0.2478535016175568,2023-06-10 18:17:40.129853,2023-06-10 18:17:40.394571,0 days 00:00:00.264718,6,0.4002103452760032,0.00687436717867116,0.003733011009274881,0.24051277864025117,36,14,0.0019355610380278818,783,256,COMPLETE
1879,1879,0.24846675051849437,2023-06-10 18:17:39.061809,2023-06-10 18:17:39.406081,0 days 00:00:00.344272,5,0.9490066452177705,0.004816711380760541,0.00401582937855358,0.2257359112798758,32,12,0.02685124025772146,771,243,COMPLETE
262,262,0.2486446000389434,2023-06-10 18:13:32.131822,2023-06-10 18:13:32.246032,0 days 00:00:00.114210,7,0.5438140280907904,4.031050359474983e-08,0.16467768022805157,0.23216447491194928,32,11,0.06746415121029484,606,233,COMPLETE
769,769,0.25057744772700685,2023-06-10 18:14:24.969130,2023-06-10 18:14:25.134770,0 days 00:00:00.165640,7,0.5594829680089269,1.3583996980158835e-06,2.1441508812688276e-08,0.21774681003671076,32,12,0.04949617623945309,760,219,COMPLETE
1046,1046,0.25063360270536633,2023-06-10 18:15:01.892320,2023-06-10 18:15:02.112981,0 days 00:00:00.220661,3,0.7373289262021364,4.7044491911481e-06,0.00015701063605054667,0.17064864409071961,32,8,0.041646347218465246,701,252,COMPLETE
548,548,0.25070321858337263,2023-06-10 18:13:58.610968,2023-06-10 18:13:58.760924,0 days 00:00:00.149956,7,0.8706588483670643,2.384430729874693e-06,0.006608459025989129,0.2201384306268282,36,18,0.04756828092427767,777,215,COMPLETE
4455,4455,0.2511435382172822,2023-06-10 18:34:40.108127,2023-06-10 18:34:40.715608,0 days 00:00:00.607481,7,0.4086409501509981,0.0038631308348463407,0.0021591506017619396,0.22589896564742423,36,10,0.05599195100499625,430,245,COMPLETE
1422,1422,0.25162823244140153,2023-06-10 18:16:02.575225,2023-06-10 18:16:02.870336,0 days 00:00:00.295111,7,0.9988533773437503,2.401217380807475e-06,1.7971316274199524e-08,0.24566603766246498,36,7,0.089741117203382,750,256,COMPLETE
1726,1726,0.2522521112242843,2023-06-10 18:17:05.323020,2023-06-10 18:17:05.588076,0 days 00:00:00.265056,7,0.4111647998121295,4.0675776443209256e-08,3.096212798029874e-08,0.2198994251795656,32,11,0.04480096434851462,744,256,COMPLETE
2304,2304,0.2523061412989528,2023-06-10 18:19:31.317143,2023-06-10 18:19:31.636932,0 days 00:00:00.319789,7,0.8563851836498394,0.015160834231008445,1.8574995191035604e-06,0.25859458933804064,39,9,0.04451511903884199,732,245,COMPLETE
538,538,0.25266422411678063,2023-06-10 18:13:57.582023,2023-06-10 18:13:57.737284,0 days 00:00:00.155261,7,0.9965466849012908,9.912735963508128e-07,0.003779518604572945,0.1993364702179964,38,9,0.051641670560992024,821,230,COMPLETE
4239,4239,0.25365045397611713,2023-06-10 18:32:42.845713,2023-06-10 18:32:43.433516,0 days 00:00:00.587803,7,0.6512027580160659,7.346344252119551e-07,0.0035457393709203166,0.25926068319208695,39,12,0.07574399014841277,765,256,COMPLETE
273,273,0.25556897458483574,2023-06-10 18:13:33.231131,2023-06-10 18:13:33.374229,0 days 00:00:00.143098,7,0.5612113257304303,1.5949493494362645e-08,0.9010119223038543,0.14895980561706507,36,8,0.0997927476974762,756,224,COMPLETE
360,360,0.2559649056636698,2023-06-10 18:13:40.370447,2023-06-10 18:13:40.498659,0 days 00:00:00.128212,7,0.5648529280169202,0.00017639613099341487,0.22216899336455503,0.22551588570428874,39,13,0.08867037008156524,932,244,COMPLETE
1831,1831,0.25631834421515975,2023-06-10 18:17:28.170713,2023-06-10 18:17:28.446900,0 days 00:00:00.276187,3,0.9892351556241995,0.006522858396962867,2.5332039248642793,0.22411642321440528,32,16,0.08609920754349279,765,251,COMPLETE
2261,2261,0.2564757240865766,2023-06-10 18:19:19.561423,2023-06-10 18:19:19.861260,0 days 00:00:00.299837,7,0.9793721456385723,0.04799380090916497,0.00021727638962118723,0.2023657425160481,36,13,0.017010939988874776,716,247,COMPLETE
535,535,0.25654223975224155,2023-06-10 18:13:57.259959,2023-06-10 18:13:57.400101,0 days 00:00:00.140142,7,0.5140939583598673,1.042179852504622,0.0004964123125256975,0.20995107535649019,36,14,0.05135855219831437,813,221,COMPLETE
2414,2414,0.25708776030975333,2023-06-10 18:20:02.901827,2023-06-10 18:20:03.328350,0 days 00:00:00.426523,7,0.8734581870514683,1.945875137033305e-06,0.0006881058204299017,0.19354266701295345,32,7,0.04935468477188539,778,243,COMPLETE
4853,4853,0.2588786100968151,2023-06-10 18:38:34.303663,2023-06-10 18:38:34.958736,0 days 00:00:00.655073,7,0.8667022227126848,8.375190198024208e-08,2.951010648422095e-06,0.2580468666517922,32,11,0.0725538518019895,829,243,COMPLETE
97,97,0.2590257831446467,2023-06-10 18:13:18.775316,2023-06-10 18:13:18.893197,0 days 00:00:00.117881,7,0.5293272585385369,3.96818409494503e-05,3.383854417608857e-08,0.16099435516002478,38,5,0.05682959340372769,791,133,COMPLETE
1589,1589,0.25902917443241735,2023-06-10 18:16:36.757208,2023-06-10 18:16:36.998939,0 days 00:00:00.241731,7,0.8758065530110634,3.2067882740388756e-07,1.2357892875168634e-07,0.23462052015464338,32,7,0.04476907785096304,824,256,COMPLETE
3280,3280,0.26015189569617275,2023-06-10 18:25:08.533088,2023-06-10 18:25:09.002264,0 days 00:00:00.469176,6,0.43572960132462457,8.94718349619112e-07,0.006977429814539588,0.23670786519833878,32,15,0.03217133953312323,737,205,COMPLETE
1001,1001,0.26045764084047807,2023-06-10 18:14:55.378697,2023-06-10 18:14:55.563669,0 days 00:00:00.184972,3,0.9525680673895024,1.0015660657609353e-05,1.1613519355940704e-05,0.18602434744553298,32,12,0.010440024127561103,736,242,COMPLETE
213,213,0.26053481090735736,2023-06-10 18:13:27.863663,2023-06-10 18:13:27.977452,0 days 00:00:00.113789,7,0.5588787406525602,0.00016713266726577815,1.0440051393387283e-08,0.15387066032530292,36,10,0.05782334482606202,838,145,COMPLETE
108,108,0.2608306652064292,2023-06-10 18:13:19.837331,2023-06-10 18:13:19.938155,0 days 00:00:00.100824,3,0.5561405343722227,2.2476380151301608e-05,2.48943210519595e-08,0.19890682206788612,32,7,0.06151106390898253,815,212,COMPLETE
2963,2963,0.26150774188478315,2023-06-10 18:23:06.225794,2023-06-10 18:23:06.678246,0 days 00:00:00.452452,6,0.949765653079092,1.3274679135871907e-06,0.0021042339755031544,0.18785839272937033,32,15,0.05902737373875794,628,256,COMPLETE
592,592,0.2618888298582618,2023-06-10 18:14:03.185175,2023-06-10 18:14:03.350042,0 days 00:00:00.164867,7,0.5648014640804313,2.0760875326247895e-08,0.009075814500184687,0.1644032804150594,32,14,0.0809249126203937,766,222,COMPLETE
1000,1000,0.2631410422680155,2023-06-10 18:14:55.192295,2023-06-10 18:14:55.377791,0 days 00:00:00.185496,3,0.9538319495263432,7.435078989693905e-06,1.8748356553395013e-06,0.18219580574787672,32,9,0.01185827495618988,750,240,COMPLETE
618,618,0.26361410901073273,2023-06-10 18:14:08.249968,2023-06-10 18:14:08.407386,0 days 00:00:00.157418,7,0.5650413145368773,0.014465032455594677,1.249056382712127e-05,0.20312337154806948,39,13,0.07005039704126785,786,240,COMPLETE
675,675,0.26365558241688847,2023-06-10 18:14:14.432596,2023-06-10 18:14:14.572907,0 days 00:00:00.140311,7,0.7911230210588198,0.13539313845225281,0.000268901290142243,0.2956788066943965,32,15,0.06078753560985958,745,139,COMPLETE
970,970,0.26426110373428746,2023-06-10 18:14:50.875509,2023-06-10 18:14:51.112572,0 days 00:00:00.237063,3,0.890238702276291,0.00010328769364605413,0.021674117572509137,0.2086718601292271,32,10,0.06757300579828067,708,244,COMPLETE
2087,2087,0.264598034320617,2023-06-10 18:18:33.062996,2023-06-10 18:18:33.434614,0 days 00:00:00.371618,7,0.8741414430781311,0.17648415848046362,1.3097302905811003e-06,0.2050741158509141,32,5,0.06347233983805176,768,232,COMPLETE
4178,4178,0.2647887942273315,2023-06-10 18:32:11.542657,2023-06-10 18:32:12.148983,0 days 00:00:00.606326,7,0.5685897339081825,3.6136950888524148e-06,4.856652100752178e-08,0.20633233195515424,36,8,0.08430319239041169,536,256,COMPLETE
240,240,0.264973398543475,2023-06-10 18:13:30.050604,2023-06-10 18:13:30.176070,0 days 00:00:00.125466,7,0.4772653404793154,1.3794199661419282e-08,5.366539255035856e-08,0.18222159490278078,32,11,0.06221960076083861,627,227,COMPLETE
3917,3917,0.26529386220021584,2023-06-10 18:29:55.344554,2023-06-10 18:29:55.904461,0 days 00:00:00.559907,7,0.9436363661642367,0.001369919613831861,0.01409589373830664,0.2615402046010409,32,9,0.050005589694845226,748,244,COMPLETE
154,154,0.26600668418423196,2023-06-10 18:13:23.253857,2023-06-10 18:13:23.361522,0 days 00:00:00.107665,3,0.46380040575146236,0.00017843378869599112,1.3714017829873716e-08,0.15390943760274844,36,10,0.057692769787057195,717,250,COMPLETE
217,217,0.2660445095673144,2023-06-10 18:13:28.189011,2023-06-10 18:13:28.313054,0 days 00:00:00.124043,7,0.5688847022765332,0.00021728242653313047,1.8549479159838608e-08,0.15521124858081298,36,7,0.06686822091355751,826,157,COMPLETE
205,205,0.26628430453875157,2023-06-10 18:13:27.224377,2023-06-10 18:13:27.350887,0 days 00:00:00.126510,7,0.5323595855123413,5.616222540481271e-05,1.4836001672050284e-08,0.12222765717186236,32,10,0.05775934277416625,779,237,COMPLETE
1425,1425,0.2665354407338568,2023-06-10 18:16:03.236806,2023-06-10 18:16:03.475309,0 days 00:00:00.238503,3,0.9901774520661487,2.4493339305021745e-06,1.0161566098454546e-08,0.22923847503481853,54,6,0.0904827738488125,750,253,COMPLETE
2677,2677,0.2666143982254801,2023-06-10 18:21:25.709436,2023-06-10 18:21:26.112960,0 days 00:00:00.403524,7,0.5445807321695435,0.271428318932262,4.555774078686714e-08,0.22644027580496834,36,17,0.015188305125821007,761,248,COMPLETE
988,988,0.2669917497572399,2023-06-10 18:14:53.455791,2023-06-10 18:14:53.644686,0 days 00:00:00.188895,3,0.8726137559613618,5.0397966553376716e-05,1.0293683346827577e-05,0.1883607565291877,36,9,0.07691327160771848,727,233,COMPLETE
20,20,0.26703580910738783,2023-06-10 18:13:12.267303,2023-06-10 18:13:12.468965,0 days 00:00:00.201662,6,0.5077977667421624,3.8120683705699703e-06,3.442876071239756e-08,0.06622786971797193,33,5,0.055630780884755336,765,154,COMPLETE
2388,2388,0.26742692378522326,2023-06-10 18:19:55.322964,2023-06-10 18:19:55.772585,0 days 00:00:00.449621,7,0.464347854472432,5.093024244279564e-08,4.83628882507139e-08,0.22640223417913652,36,11,0.05140873956583894,731,227,COMPLETE
2017,2017,0.267569401365657,2023-06-10 18:18:15.811594,2023-06-10 18:18:16.116507,0 days 00:00:00.304913,7,0.44261165017199916,0.0610949301695632,0.008200115274543382,0.22997147375053412,32,9,0.04924293244527994,758,247,COMPLETE
3087,3087,0.2677944203470663,2023-06-10 18:23:51.210618,2023-06-10 18:23:51.622538,0 days 00:00:00.411920,7,0.8827025274632275,0.0001114089782228626,1.3374904085400514e-05,0.2991496813248202,39,9,0.03377747179906162,785,212,COMPLETE
1974,1974,0.2678345353484668,2023-06-10 18:18:01.628514,2023-06-10 18:18:01.911844,0 days 00:00:00.283330,6,0.9790308023477419,0.002877192440577921,0.0008385842857463882,0.19203438992997354,58,12,0.062064694875860346,843,161,COMPLETE
533,533,0.26792645547795474,2023-06-10 18:13:56.972301,2023-06-10 18:13:57.114550,0 days 00:00:00.142249,7,0.5308716951272927,4.5703992290599857e-07,1.4003973400683151e-08,0.16462503775833484,36,9,0.050939414353790326,824,225,COMPLETE
267,267,0.2682597505764274,2023-06-10 18:13:32.543176,2023-06-10 18:13:32.657327,0 days 00:00:00.114151,7,0.5879539380576415,4.224073080280727e-08,0.14650602968259302,0.2685454823218971,32,13,0.06502326296136952,639,255,COMPLETE
2111,2111,0.2684719330342562,2023-06-10 18:18:39.369841,2023-06-10 18:18:39.764034,0 days 00:00:00.394193,7,0.5691869555029968,0.0008092245951863084,7.704753865900952e-07,0.19195593786414666,36,12,0.08544762888450393,779,226,COMPLETE
1931,1931,0.26855241327315094,2023-06-10 18:17:51.424765,2023-06-10 18:17:51.716534,0 days 00:00:00.291769,4,0.52424278234616,4.4106163741315904e-05,2.9744727679399467e-08,0.22479473480269593,32,17,0.05855317128213351,689,246,COMPLETE
296,296,0.26866217312341584,2023-06-10 18:13:35.068339,2023-06-10 18:13:35.204465,0 days 00:00:00.136126,7,0.46859612375285886,0.0001426182771047579,0.7520195866561099,0.16627175206079872,38,9,0.09232853392112349,692,231,COMPLETE
1412,1412,0.26950854697794513,2023-06-10 18:16:00.679492,2023-06-10 18:16:00.911698,0 days 00:00:00.232206,7,0.5869192501380583,8.892693882597502e-08,0.0004960407752351331,0.1995137130207073,32,20,0.03291674225154242,763,229,COMPLETE
1269,1269,0.26961517663753964,2023-06-10 18:15:36.273530,2023-06-10 18:15:36.477415,0 days 00:00:00.203885,7,0.9575800039509823,0.08866762941465148,0.04841673965096752,0.23307177835498963,32,7,0.04978725162471721,763,234,COMPLETE
2267,2267,0.26971307763270014,2023-06-10 18:19:21.181542,2023-06-10 18:19:21.493130,0 days 00:00:00.311588,7,0.9644938657525304,0.06527933471077295,0.00021222628510277105,0.19619206039004516,39,14,0.014264673633733457,713,241,COMPLETE
3610,3610,0.27002912524822964,2023-06-10 18:27:29.880542,2023-06-10 18:27:30.404979,0 days 00:00:00.524437,7,0.5689073707630394,0.00042438572766334353,0.05723261943838733,0.24073408254567474,32,9,0.0872943526392313,681,251,COMPLETE
3750,3750,0.2706414640745872,2023-06-10 18:28:37.374207,2023-06-10 18:28:37.898856,0 days 00:00:00.524649,7,0.8302386061840396,0.03834616487048613,5.037732012015284e-06,0.2330517422298127,32,14,0.023403930552008678,765,166,COMPLETE
235,235,0.27080348818307276,2023-06-10 18:13:29.587075,2023-06-10 18:13:29.707783,0 days 00:00:00.120708,7,0.4691380999854983,8.542357409109389e-06,2.085153557145937e-08,0.17944910392122773,35,9,0.053124634293944734,619,149,COMPLETE
3495,3495,0.27115505499200676,2023-06-10 18:26:39.118877,2023-06-10 18:26:39.625157,0 days 00:00:00.506280,7,0.990047848566756,1.9126365462144487e-08,0.000364885350156397,0.21493896166357307,98,11,0.05294289000746028,653,216,COMPLETE
103,103,0.2713035782480344,2023-06-10 18:13:19.414420,2023-06-10 18:13:19.525303,0 days 00:00:00.110883,7,0.5446455572579566,3.7182297842736366e-05,2.11196218555449e-08,0.19374104478525395,37,7,0.055443097406022136,717,229,COMPLETE
673,673,0.27137995771087886,2023-06-10 18:14:14.149288,2023-06-10 18:14:14.292378,0 days 00:00:00.143090,7,0.7184579578571799,0.008730970238680929,8.252688462274463e-05,0.26215333057021456,32,15,0.060888978595376696,743,146,COMPLETE
3036,3036,0.27148318804813937,2023-06-10 18:23:32.366232,2023-06-10 18:23:32.736738,0 days 00:00:00.370506,7,0.42066789399620447,5.132926865763555e-05,1.5374739553515381e-06,0.2137606044790236,32,9,0.0289892099989066,749,221,COMPLETE
184,184,0.2716195286914901,2023-06-10 18:13:25.549141,2023-06-10 18:13:25.662664,0 days 00:00:00.113523,7,0.46361697237021415,0.00011282370316833541,0.17573875635506994,0.1256449328255947,32,7,0.06650897667129713,794,230,COMPLETE
4691,4691,0.2718373889024412,2023-06-10 18:36:54.542983,2023-06-10 18:36:55.183461,0 days 00:00:00.640478,7,0.6330421827529409,0.014730432086810057,0.003728916307017174,0.26270186298298615,39,15,0.041343420734311825,787,216,COMPLETE
206,206,0.27223423992858703,2023-06-10 18:13:27.351711,2023-06-10 18:13:27.463874,0 days 00:00:00.112163,7,0.5350180581729388,6.19737407379974e-05,1.5015290173804794e-08,0.11993733855500628,32,10,0.05868973356862951,783,234,COMPLETE
1295,1295,0.27224282337519423,2023-06-10 18:15:40.565523,2023-06-10 18:15:40.788349,0 days 00:00:00.222826,7,0.5646817122750342,5.106026164871212e-06,0.012022589186909462,0.2015512298261822,32,11,0.05344280243022379,749,239,COMPLETE
1324,1324,0.27234457159464326,2023-06-10 18:15:45.467881,2023-06-10 18:15:45.680819,0 days 00:00:00.212938,6,0.9161761685069254,0.1804784459614394,0.0004206536932910296,0.21656114803100707,55,5,0.03381596342171702,787,242,COMPLETE
2108,2108,0.27309540774992247,2023-06-10 18:18:38.528174,2023-06-10 18:18:38.894049,0 days 00:00:00.365875,7,0.8448794132713554,2.804087491750146e-05,0.0045689220902873015,0.22119680069181155,36,7,0.005572786123891144,702,43,COMPLETE
4362,4362,0.27316659391587467,2023-06-10 18:33:46.918632,2023-06-10 18:33:47.514637,0 days 00:00:00.596005,7,0.5390744330193644,3.3565852818767993e-07,0.002488343320856133,0.2557010047273494,32,9,0.03752647992720333,855,196,COMPLETE
4366,4366,0.2732838237086277,2023-06-10 18:33:49.111562,2023-06-10 18:33:49.795243,0 days 00:00:00.683681,7,0.61354910796984,5.234152314686314e-05,0.0010064717141828083,0.21013624343919338,32,11,0.0863302502046036,589,233,COMPLETE
1570,1570,0.2741450609582935,2023-06-10 18:16:33.057242,2023-06-10 18:16:33.309244,0 days 00:00:00.252002,7,0.6913085267223904,0.000576318988648822,0.032069203974930675,0.17207357969729767,51,11,0.02532088951411198,723,238,COMPLETE
3703,3703,0.2746827881898883,2023-06-10 18:28:15.912304,2023-06-10 18:28:16.436304,0 days 00:00:00.524000,7,0.5723427530995521,3.501471272480178e-07,4.016881815671684e-06,0.25956089966081847,39,11,0.006412241109114439,368,256,COMPLETE
420,420,0.2747022732215442,2023-06-10 18:13:45.714106,2023-06-10 18:13:45.847189,0 days 00:00:00.133083,7,0.6739389989718846,2.7290027281831472e-05,1.000199108229773e-08,0.23552518521462948,36,11,0.04871860830712233,621,121,COMPLETE
192,192,0.2748406778960522,2023-06-10 18:13:26.120537,2023-06-10 18:13:26.248816,0 days 00:00:00.128279,7,0.5325423897408051,1.2105510482405159e-05,2.488474091332599e-08,0.12023119675921733,32,10,0.05948383580927902,751,243,COMPLETE
1010,1010,0.27538096801539697,2023-06-10 18:14:56.810189,2023-06-10 18:14:56.996745,0 days 00:00:00.186556,3,0.9641817916857975,1.4110042572195494e-08,5.248411546915952e-06,0.24965374359419185,32,11,0.004808903305261847,767,239,COMPLETE
2158,2158,0.27549396046514346,2023-06-10 18:18:51.738726,2023-06-10 18:18:52.098222,0 days 00:00:00.359496,3,0.8685733064751125,0.039575016409520755,8.783271697951045,0.23155654530661152,32,12,0.054501019153372576,759,244,COMPLETE
2203,2203,0.2755611871873427,2023-06-10 18:19:03.795024,2023-06-10 18:19:04.187844,0 days 00:00:00.392820,7,0.9623506753768751,0.014884338441772442,0.0007995479882065666,0.22530935097213664,32,7,0.04734835205969748,749,231,COMPLETE
836,836,0.27597441522957067,2023-06-10 18:14:33.122296,2023-06-10 18:14:33.287229,0 days 00:00:00.164933,7,0.5723033709227207,0.0064924272196690315,0.011402089275258537,0.1733590022519792,39,12,0.049809873389923806,801,223,COMPLETE
10,10,0.2759778886352795,2023-06-10 18:13:10.634311,2023-06-10 18:13:10.984920,0 days 00:00:00.350609,5,0.4008244994016482,0.00015101243557970884,0.0725461232849644,0.021516256882123132,32,5,0.06374070790539796,974,250,COMPLETE
32,32,0.27610417304724766,2023-06-10 18:13:13.628242,2023-06-10 18:13:13.735367,0 days 00:00:00.107125,7,0.509394567649058,6.0602370788365716e-05,3.932559945416515e-08,0.09424038522482676,57,11,0.04035111360343029,843,137,COMPLETE
485,485,0.27618588839345387,2023-06-10 18:13:51.596244,2023-06-10 18:13:51.738850,0 days 00:00:00.142606,7,0.6030756187264479,0.0007379655772397064,8.262474335961595e-08,0.2177828287242683,32,14,0.07039157001655552,618,223,COMPLETE
2469,2469,0.27688232736761353,2023-06-10 18:20:21.760403,2023-06-10 18:20:22.119708,0 days 00:00:00.359305,6,0.9551223587217754,0.7743449981208419,0.021726710371331066,0.29772989550126755,32,9,0.08563981190751009,656,238,COMPLETE
1795,1795,0.2768843705405632,2023-06-10 18:17:20.188048,2023-06-10 18:17:20.440382,0 days 00:00:00.252334,3,0.5635083778008331,0.0022919487005338014,0.04289084015782882,0.16684568885072565,39,12,0.08610817418516073,753,252,COMPLETE
3276,3276,0.2771742811541554,2023-06-10 18:25:06.923038,2023-06-10 18:25:07.324058,0 days 00:00:00.401020,7,0.656591934869382,0.000381301893671768,3.514686306282725e-07,0.2990277339445059,153,14,0.027682336731873106,806,247,COMPLETE
3999,3999,0.27720602928641097,2023-06-10 18:30:38.599439,2023-06-10 18:30:39.089837,0 days 00:00:00.490398,7,0.5599339960398475,1.8246222648095267e-07,0.07629306116703696,0.22956054829715275,36,11,0.04759510016619145,510,240,COMPLETE
1666,1666,0.27721746121389135,2023-06-10 18:16:52.519428,2023-06-10 18:16:52.792634,0 days 00:00:00.273206,7,0.8094007753857644,0.5790417405880492,0.23748489787793226,0.22805033535865113,36,13,0.029102889246708976,737,220,COMPLETE
658,658,0.2781767229374925,2023-06-10 18:14:12.505754,2023-06-10 18:14:12.661084,0 days 00:00:00.155330,7,0.917989507681009,0.25336842744635846,3.705800325480143e-06,0.24903768260808426,39,9,0.0780887588297786,755,256,COMPLETE
575,575,0.27856201309274764,2023-06-10 18:14:01.378088,2023-06-10 18:14:01.524812,0 days 00:00:00.146724,3,0.991630785390665,0.4065024371011333,0.00015182343874678281,0.13621497536655358,32,7,0.05541560695469349,787,226,COMPLETE
3898,3898,0.2786758226275286,2023-06-10 18:29:46.265912,2023-06-10 18:29:46.779304,0 days 00:00:00.513392,7,0.5861962246453528,0.4224217475422988,1.0879407980075617,0.1967128218943966,36,15,0.09096169894370373,988,248,COMPLETE
1271,1271,0.2786983776576553,2023-06-10 18:15:36.633407,2023-06-10 18:15:36.848192,0 days 00:00:00.214785,7,0.9634610523768561,0.049005185959648,0.03281087141693979,0.20721004566679918,32,10,0.0512714126046152,770,225,COMPLETE
72,72,0.27893728154649977,2023-06-10 18:13:16.738904,2023-06-10 18:13:16.870667,0 days 00:00:00.131763,6,0.46104511426884365,0.00022720325099834438,1.1014427763708749e-07,0.11951787215814828,38,5,0.03884367502379696,867,156,COMPLETE
99,99,0.2790816189871018,2023-06-10 18:13:19.000747,2023-06-10 18:13:19.116642,0 days 00:00:00.115895,7,0.5457597539794923,2.1487549144652334e-05,1.4590661660559624e-08,0.15469014412905419,42,7,0.05722105451944723,789,243,COMPLETE
158,158,0.2795488528154299,2023-06-10 18:13:23.547580,2023-06-10 18:13:23.657670,0 days 00:00:00.110090,3,0.5117601057090196,0.0004873402582749268,0.589135759724533,0.19388998697692028,50,13,0.058267262789510214,983,233,COMPLETE
3448,3448,0.2797577777005975,2023-06-10 18:26:19.622717,2023-06-10 18:26:20.137927,0 days 00:00:00.515210,7,0.8204809669203179,0.8278765341160647,1.390654142328737e-07,0.23024156342712657,76,10,0.011811619351071848,909,251,COMPLETE
201,201,0.27992133905398764,2023-06-10 18:13:26.830191,2023-06-10 18:13:26.947618,0 days 00:00:00.117427,7,0.5472147565810515,2.319590169164021e-05,1.4986323124696925e-08,0.1704332580884099,32,9,0.05875684612283017,783,239,COMPLETE
73,73,0.28017606857296207,2023-06-10 18:13:16.871500,2023-06-10 18:13:17.051236,0 days 00:00:00.179736,7,0.46461722968216235,0.00017251053397966557,1.8555724486804114e-08,0.10588840757313367,38,6,0.056500713438171764,837,156,COMPLETE
4675,4675,0.28026016024016004,2023-06-10 18:36:45.345954,2023-06-10 18:36:45.895002,0 days 00:00:00.549048,7,0.8907682704439398,2.1651143192380736e-06,3.4281067695570526e-06,0.23464577649713964,36,11,0.09151258987760161,764,218,COMPLETE
243,243,0.280362736071858,2023-06-10 18:13:30.328559,2023-06-10 18:13:30.443483,0 days 00:00:00.114924,7,0.4841288441784994,7.54419562085083e-07,1.8854946863119005e-08,0.16613414752924674,32,7,0.09516950756047998,600,225,COMPLETE
4592,4592,0.28044767148554206,2023-06-10 18:35:55.382587,2023-06-10 18:35:56.016950,0 days 00:00:00.634363,7,0.8852411411721345,0.00018791758089610393,1.0055085972234514e-05,0.26150952465904603,36,14,0.06223849301648754,733,239,COMPLETE
1590,1590,0.2804764707417653,2023-06-10 18:16:36.999879,2023-06-10 18:16:37.312857,0 days 00:00:00.312978,7,0.8560754978008688,2.225217554310325e-07,3.5672165745853584e-08,0.26342879754045706,39,5,0.045948955093987894,830,255,COMPLETE
523,523,0.2807488779392835,2023-06-10 18:13:55.912067,2023-06-10 18:13:56.088051,0 days 00:00:00.175984,7,0.5246604257092633,1.685144411314852e-05,2.1134492799801117e-08,0.2000801905124268,107,11,0.07598566192564493,815,152,COMPLETE
